day,energy_demand_kwh,cid,freight_forwarder
2021-10-02,16.6647,20,3
2021-10-04,708.718263,0,1
2021-10-04,396.513336,2,3
2021-10-04,41.066869999999994,4,3
2021-10-04,127.13670099999999,20,3
2021-10-04,1179.328792,26,3
2021-10-04,1038.4005220000001,745,2
2021-10-05,1886.562942,0,1
2021-10-05,342.177614,2,3
2021-10-05,125.46884299999999,4,3
2021-10-05,972.2452669999999,26,3
2021-10-05,573.038045,745,2
2021-10-06,884.7637540000001,0,1
2021-10-06,315.735873,2,3
2021-10-06,115.80499300000001,4,3
2021-10-06,40.930962,20,3
2021-10-06,692.6295009999999,26,3
2021-10-06,795.5046980000001,745,2
2021-10-07,1470.168555,0,1
2021-10-07,555.203349,2,3
2021-10-07,59.770092000000005,4,3
2021-10-07,58.418013,20,3
2021-10-07,914.606835,26,3
2021-10-07,736.951101,745,2
2021-10-08,1414.8056020000001,0,1
2021-10-08,765.081494,2,3
2021-10-08,244.3937,4,3
2021-10-08,517.489152,26,3
2021-10-08,850.063223,745,2
2021-10-09,442.982269,0,1
2021-10-10,4.126727,0,1
2021-10-10,17.560764,2,3
2021-10-11,1406.786013,0,1
2021-10-11,287.144604,2,3
2021-10-11,191.08306499999998,4,3
2021-10-11,369.029162,26,3
2021-10-11,924.5697660000001,745,2
2021-10-12,1502.063807,0,1
2021-10-12,260.917008,2,3
2021-10-12,84.7701,4,3
2021-10-12,67.58721899999999,20,3
2021-10-12,826.3915850000001,26,3
2021-10-12,1034.1699870000002,745,2
2021-10-13,596.0715079999999,0,1
2021-10-13,400.213514,2,3
2021-10-13,80.035246,4,3
2021-10-13,32.248687000000004,20,3
2021-10-13,1040.747555,26,3
2021-10-13,1091.52922,745,2
2021-10-14,2467.340867,0,1
2021-10-14,816.34055,2,3
2021-10-14,131.178031,4,3
2021-10-14,144.36422199999998,20,3
2021-10-14,651.72685,26,3
2021-10-14,714.090886,745,2
2021-10-15,1245.2933950000004,0,1
2021-10-15,531.499703,2,3
2021-10-15,85.94652200000002,4,3
2021-10-15,189.964398,20,3
2021-10-15,369.443731,26,3
2021-10-15,855.713747,745,2
2021-10-17,1.888873,0,1
2021-10-17,13.802597,2,3
2021-10-18,929.8610500000001,0,1
2021-10-18,172.823599,2,3
2021-10-18,46.490469000000004,4,3
2021-10-18,690.3444450000001,26,3
2021-10-18,818.029757,745,2
2021-10-19,1907.9906500000002,0,1
2021-10-19,412.461509,2,3
2021-10-19,107.778649,4,3
2021-10-19,222.589603,20,3
2021-10-19,910.392456,26,3
2021-10-19,1007.71967,745,2
2021-10-20,650.5660979999999,0,1
2021-10-20,482.38442100000003,2,3
2021-10-20,86.075521,4,3
2021-10-20,18.209096,20,3
2021-10-20,757.436707,26,3
2021-10-20,15.349915,502,4
2021-10-20,610.0004289999999,745,2
2021-10-21,2599.352763,0,1
2021-10-21,194.651369,2,3
2021-10-21,115.142178,20,3
2021-10-21,678.139037,26,3
2021-10-21,11.82967,502,4
2021-10-21,620.815489,745,2
2021-10-22,1638.885947,0,1
2021-10-22,517.732895,2,3
2021-10-22,131.577121,4,3
2021-10-22,58.545519999999996,20,3
2021-10-22,755.970999,26,3
2021-10-22,2238.889633,502,4
2021-10-22,518.461679,745,2
2021-10-23,429.0,0,1
2021-10-23,41.360216,2,3
2021-10-23,158.762862,4,3
2021-10-23,85.07601,20,3
2021-10-23,713.0814719999998,502,4
2021-10-23,15.643594,745,2
2021-10-25,900.6161589999999,0,1
2021-10-25,168.235264,2,3
2021-10-25,189.713455,4,3
2021-10-25,449.60559300000006,26,3
2021-10-25,630.7999649999999,502,4
2021-10-25,359.68644900000004,745,2
2021-10-26,2007.352142,0,1
2021-10-26,415.690439,2,3
2021-10-26,76.97694200000001,4,3
2021-10-26,367.801038,26,3
2021-10-26,1773.1634769999998,502,4
2021-10-26,535.374223,745,2
2021-10-27,1476.866209,0,1
2021-10-27,345.94773,2,3
2021-10-27,224.131259,4,3
2021-10-27,311.852698,26,3
2021-10-27,1029.312204,502,4
2021-10-27,861.5551700000001,745,2
2021-10-28,1612.661672,0,1
2021-10-28,120.81718799999999,2,3
2021-10-28,199.909645,4,3
2021-10-28,425.38953399999997,26,3
2021-10-28,977.6629399999999,502,4
2021-10-28,793.337636,745,2
2021-10-29,1678.1368329999998,0,1
2021-10-29,273.558312,2,3
2021-10-29,786.166686,26,3
2021-10-29,2283.1107269999998,502,4
2021-10-29,830.46546,745,2
2021-10-30,572.01007,0,1
2021-10-30,36.638009,26,3
2021-10-30,727.9057349999999,502,4
2021-10-31,1.658523,0,1
2021-11-01,4.31907,502,4
2021-11-01,319.38904099999996,745,2
2021-11-02,1523.127816,0,1
2021-11-02,443.01064,2,3
2021-11-02,136.682141,4,3
2021-11-02,248.085847,20,3
2021-11-02,597.539596,26,3
2021-11-02,770.5055480000002,502,4
2021-11-02,730.488933,745,2
2021-11-03,2686.9630810000003,0,1
2021-11-03,292.253684,2,3
2021-11-03,56.621524,4,3
2021-11-03,70.436436,20,3
2021-11-03,658.187742,26,3
2021-11-03,1733.553197,502,4
2021-11-03,857.927674,745,2
2021-11-04,766.197652,0,1
2021-11-04,146.067786,2,3
2021-11-04,34.39333,20,3
2021-11-04,866.5104680000001,26,3
2021-11-04,2682.074034,502,4
2021-11-04,844.651166,745,2
2021-11-05,1804.177562,0,1
2021-11-05,371.912067,2,3
2021-11-05,47.135337,20,3
2021-11-05,953.010036,26,3
2021-11-05,2825.1681000000003,502,4
2021-11-05,655.6124100000002,745,2
2021-11-06,1253.44337,502,4
2021-11-07,1.245044,502,4
2021-11-08,513.6897899999999,0,1
2021-11-08,298.708327,2,3
2021-11-08,576.569112,26,3
2021-11-08,713.2116870000002,502,4
2021-11-08,476.83918499999993,745,2
2021-11-09,1952.4681139999998,0,1
2021-11-09,227.24636700000002,2,3
2021-11-09,490.783001,26,3
2021-11-09,999.0025289999999,502,4
2021-11-09,510.01299199999994,745,2
2021-11-10,1303.5293020000001,0,1
2021-11-10,287.088924,2,3
2021-11-10,465.07487,26,3
2021-11-10,1874.2803099999999,502,4
2021-11-10,496.377737,745,2
2021-11-11,1156.520916,0,1
2021-11-11,156.07264099999998,2,3
2021-11-11,37.739706,4,3
2021-11-11,91.383739,20,3
2021-11-11,88.605853,26,3
2021-11-11,964.365108,502,4
2021-11-11,463.424859,745,2
2021-11-12,2080.786784,0,1
2021-11-12,285.291416,2,3
2021-11-12,19.669589000000002,4,3
2021-11-12,2.962306,20,3
2021-11-12,419.174485,26,3
2021-11-12,2453.9656130000003,502,4
2021-11-12,644.6696589999999,745,2
2021-11-13,121.447641,0,1
2021-11-13,148.937802,4,3
2021-11-13,1570.3484360000002,502,4
2021-11-14,2.393341,0,1
2021-11-15,638.235416,0,1
2021-11-15,276.78385000000003,2,3
2021-11-15,232.59439099999997,4,3
2021-11-15,210.808293,26,3
2021-11-15,618.29635,502,4
2021-11-15,904.8478799999999,745,2
2021-11-16,1441.172136,0,1
2021-11-16,175.127594,2,3
2021-11-16,55.599708,4,3
2021-11-16,522.269016,26,3
2021-11-16,2712.39208,502,4
2021-11-16,586.8999889999999,745,2
2021-11-17,943.580692,0,1
2021-11-17,469.198857,2,3
2021-11-17,60.875368,20,3
2021-11-17,348.52880300000004,26,3
2021-11-17,2531.610602,502,4
2021-11-17,635.7591370000001,745,2
2021-11-18,1490.610463,0,1
2021-11-18,269.759861,2,3
2021-11-18,29.127474999999997,4,3
2021-11-18,7.55308,20,3
2021-11-18,807.206161,26,3
2021-11-18,2174.242023,502,4
2021-11-18,721.901524,745,2
2021-11-19,1845.685442,0,1
2021-11-19,423.73979,2,3
2021-11-19,748.3953779999999,26,3
2021-11-19,4042.5884969999997,502,4
2021-11-19,501.55068900000003,745,2
2021-11-20,9.615977,0,1
2021-11-20,87.409382,26,3
2021-11-20,1287.0,502,4
2021-11-20,22.54094,745,2
2021-11-22,738.936796,0,1
2021-11-22,188.911939,2,3
2021-11-22,72.188505,20,3
2021-11-22,722.264827,26,3
2021-11-22,870.270442,502,4
2021-11-22,724.625489,745,2
2021-11-23,2018.1976499999998,0,1
2021-11-23,121.21037899999999,2,3
2021-11-23,234.235271,20,3
2021-11-23,1294.789825,26,3
2021-11-23,2941.5824669999997,502,4
2021-11-23,906.194337,745,2
2021-11-24,1927.140535,0,1
2021-11-24,9.909838,2,3
2021-11-24,1382.304328,26,3
2021-11-24,2676.2290759999996,502,4
2021-11-24,1103.5087520000002,745,2
2021-11-25,1394.341193,0,1
2021-11-25,123.94773399999998,2,3
2021-11-25,172.879575,20,3
2021-11-25,718.0757609999999,26,3
2021-11-25,2485.884934,502,4
2021-11-25,699.659678,745,2
2021-11-26,618.0991499999999,0,1
2021-11-26,143.551228,2,3
2021-11-26,25.37623,20,3
2021-11-26,1214.4741999999999,26,3
2021-11-26,3373.5802,502,4
2021-11-26,765.869677,745,2
2021-11-27,4.36514,0,1
2021-11-27,1299.78144,502,4
2021-11-29,1167.676387,0,1
2021-11-29,210.107032,2,3
2021-11-29,1555.5194960000001,26,3
2021-11-29,441.869168,502,4
2021-11-29,921.684733,745,2
2021-11-30,1693.7988329999998,0,1
2021-11-30,511.60015100000004,2,3
2021-11-30,51.216705,20,3
2021-11-30,778.587627,26,3
2021-11-30,1352.328413,502,4
2021-11-30,628.991928,745,2
2021-12-01,1301.768575,0,1
2021-12-01,287.391339,2,3
2021-12-01,8.602675999999999,20,3
2021-12-01,502.724519,26,3
2021-12-01,2535.4233169999998,502,4
2021-12-01,532.248464,745,2
2021-12-02,1222.609459,0,1
2021-12-02,205.86201200000002,2,3
2021-12-02,1194.849004,26,3
2021-12-02,1336.33467,502,4
2021-12-02,643.2561189999999,745,2
2021-12-03,1388.2987630000002,0,1
2021-12-03,190.77247599999998,2,3
2021-12-03,326.423783,4,3
2021-12-03,640.136795,26,3
2021-12-03,3365.2182980000002,502,4
2021-12-03,842.090105,745,2
2021-12-04,1876.0962909999998,502,4
2021-12-04,15.794743,745,2
2021-12-06,701.5592020000001,0,1
2021-12-06,273.39163199999996,2,3
2021-12-06,186.266415,4,3
2021-12-06,18.421544,20,3
2021-12-06,950.4601640000001,26,3
2021-12-06,1640.37193,502,4
2021-12-06,851.712162,745,2
2021-12-07,1150.458693,0,1
2021-12-07,198.366454,2,3
2021-12-07,14.714073,4,3
2021-12-07,6.683667000000003,20,3
2021-12-07,281.604147,26,3
2021-12-07,897.244743,502,4
2021-12-07,573.041712,745,2
2021-12-08,611.8766899999999,0,1
2021-12-08,107.254469,2,3
2021-12-08,73.62798000000001,4,3
2021-12-08,470.243724,26,3
2021-12-08,1604.518422,502,4
2021-12-08,816.615282,745,2
2021-12-09,901.8365269999999,0,1
2021-12-09,37.71695299999999,4,3
2021-12-09,18.013189,20,3
2021-12-09,631.2731220000001,26,3
2021-12-09,2576.2938320000003,502,4
2021-12-09,349.772982,745,2
2021-12-10,1154.854394,0,1
2021-12-10,119.53199599999999,2,3
2021-12-10,186.416167,4,3
2021-12-10,731.815782,26,3
2021-12-10,3010.695936,502,4
2021-12-10,722.891889,745,2
2021-12-11,1117.9479030000002,502,4
2021-12-11,21.87555,745,2
2021-12-12,1.202429,0,1
2021-12-12,7.748986,745,2
2021-12-13,478.1025770000002,0,1
2021-12-13,361.308827,2,3
2021-12-13,4.146307,20,3
2021-12-13,1149.693264,26,3
2021-12-13,836.795424,502,4
2021-12-13,692.643809,745,2
2021-12-14,1685.4051860000002,0,1
2021-12-14,183.499456,2,3
2021-12-14,57.722501,4,3
2021-12-14,95.88692,20,3
2021-12-14,980.320927,26,3
2021-12-14,2843.19189,502,4
2021-12-14,677.431171,745,2
2021-12-15,617.985296,0,1
2021-12-15,228.18352,2,3
2021-12-15,43.249054,4,3
2021-12-15,297.764499,20,3
2021-12-15,755.670089,26,3
2021-12-15,90.688903,102,5
2021-12-15,3078.1159889999994,502,4
2021-12-15,774.820375,745,2
2021-12-16,1211.68239,0,1
2021-12-16,147.66520300000002,2,3
2021-12-16,908.421671,26,3
2021-12-16,1601.8705069999999,102,5
2021-12-16,878.194906,502,4
2021-12-16,950.147066,745,2
2021-12-16,218.78366900000003,1265,5
2021-12-17,1529.607612,0,1
2021-12-17,255.402367,2,3
2021-12-17,34.467107,20,3
2021-12-17,575.004829,26,3
2021-12-17,1483.412648,102,5
2021-12-17,1560.529372,502,4
2021-12-17,508.95662300000004,745,2
2021-12-17,370.74661199999997,1265,5
2021-12-18,14.25869,0,1
2021-12-18,1282.060997,102,5
2021-12-18,2575.591721,502,4
2021-12-19,1.581355,102,5
2021-12-20,1226.429367,0,1
2021-12-20,234.506992,2,3
2021-12-20,203.338831,4,3
2021-12-20,1036.234109,26,3
2021-12-20,1804.661399,102,5
2021-12-20,540.446135,502,4
2021-12-20,688.287298,745,2
2021-12-20,20.893605,868,5
2021-12-21,1402.809691,0,1
2021-12-21,184.525136,2,3
2021-12-21,879.102666,26,3
2021-12-21,1132.93532,102,5
2021-12-21,646.129066,502,4
2021-12-21,397.13533099999995,745,2
2021-12-21,816.2811469999999,868,5
2021-12-22,985.1039849999997,0,1
2021-12-22,102.09330599999998,2,3
2021-12-22,811.3252219999999,26,3
2021-12-22,1388.275212,102,5
2021-12-22,2510.058035,502,4
2021-12-22,847.745834,745,2
2021-12-22,531.9376090000001,868,5
2021-12-23,1013.565192,0,1
2021-12-23,408.312055,2,3
2021-12-23,576.93015,26,3
2021-12-23,1508.959305,102,5
2021-12-23,1603.4755579999999,502,4
2021-12-23,743.1886350000001,745,2
2021-12-23,420.717449,868,5
2021-12-24,1160.060101,102,5
2021-12-24,2281.671003,502,4
2021-12-24,187.963175,868,5
2021-12-26,99.774482,102,5
2021-12-26,4.059926,745,2
2021-12-27,2.772267,0,1
2021-12-27,8.764737,2,3
2021-12-27,10.177072,20,3
2021-12-27,354.13072000000005,26,3
2021-12-27,1430.6845580000002,102,5
2021-12-27,793.415533,502,4
2021-12-27,497.0646,745,2
2021-12-27,83.708231,868,5
2021-12-28,27.465117,20,3
2021-12-28,1274.842766,102,5
2021-12-28,796.6367420000001,502,4
2021-12-28,479.24472499999996,745,2
2021-12-28,117.891989,868,5
2021-12-29,58.793191,20,3
2021-12-29,1050.376574,102,5
2021-12-29,561.169272,502,4
2021-12-29,725.177126,745,2
2021-12-29,297.517713,868,5
2021-12-30,16.218972,0,1
2021-12-30,1256.899561,102,5
2021-12-30,2962.713997,502,4
2021-12-30,620.594041,745,2
2021-12-30,296.741673,868,5
2021-12-31,1332.041939,102,5
2021-12-31,429.0,502,4
2021-12-31,217.04022999999998,745,2
2021-12-31,294.853375,868,5
2022-01-01,98.860164,102,5
2022-01-02,3.922867,0,1
2022-01-02,1.732235,102,5
2022-01-02,32.028351,868,5
2022-01-03,174.15680899999998,0,1
2022-01-03,84.976654,20,3
2022-01-03,1356.146705,102,5
2022-01-03,703.570425,502,4
2022-01-03,705.9427969999999,745,2
2022-01-03,1006.308555,868,5
2022-01-04,643.332702,0,1
2022-01-04,128.59674099999998,20,3
2022-01-04,1176.019301,102,5
2022-01-04,792.1805769999999,502,4
2022-01-04,507.65350399999994,745,2
2022-01-04,352.8023550000001,868,5
2022-01-05,423.4417579999999,0,1
2022-01-05,7.816077,2,3
2022-01-05,17.36671,20,3
2022-01-05,216.27807,26,3
2022-01-05,1305.993027,102,5
2022-01-05,1029.490567,502,4
2022-01-05,613.430454,745,2
2022-01-05,224.35298299999997,868,5
2022-01-06,859.450056,0,1
2022-01-06,96.89785299999998,102,5
2022-01-06,360.289827,502,4
2022-01-06,441.061632,745,2
2022-01-06,16.283936,868,5
2022-01-07,836.211319,0,1
2022-01-07,29.658286999999998,20,3
2022-01-07,1123.3714810000001,102,5
2022-01-07,1424.498148,502,4
2022-01-07,428.342001,745,2
2022-01-07,461.084311,868,5
2022-01-08,186.394228,20,3
2022-01-08,1129.420087,102,5
2022-01-08,429.0,502,4
2022-01-08,83.377427,745,2
2022-01-08,597.363718,868,5
2022-01-09,96.533549,102,5
2022-01-09,15.213201000000002,868,5
2022-01-09,1.273838,1265,5
2022-01-10,1042.140657,0,1
2022-01-10,21.848015,20,3
2022-01-10,60.033688999999995,26,3
2022-01-10,1259.956822,102,5
2022-01-10,572.635109,502,4
2022-01-10,107.03879599999998,745,2
2022-01-10,411.32457500000004,868,5
2022-01-10,270.6861599999999,1265,5
2022-01-11,1323.5480230000003,0,1
2022-01-11,161.805698,20,3
2022-01-11,256.214966,26,3
2022-01-11,1247.577077,102,5
2022-01-11,1721.6911759999998,502,4
2022-01-11,280.343343,745,2
2022-01-11,321.0144200000001,868,5
2022-01-11,131.778324,1251,5
2022-01-11,220.348187,1265,5
2022-01-12,1282.0531179999998,0,1
2022-01-12,115.756834,4,3
2022-01-12,932.698492,26,3
2022-01-12,1189.542428,102,5
2022-01-12,547.620193,502,4
2022-01-12,542.10412,745,2
2022-01-12,541.975086,868,5
2022-01-12,218.736273,1251,5
2022-01-12,292.62253799999996,1265,5
2022-01-13,1270.2390189999999,0,1
2022-01-13,13.693085,2,3
2022-01-13,42.090744,20,3
2022-01-13,799.59564,26,3
2022-01-13,1228.974244,102,5
2022-01-13,1456.9839459999998,502,4
2022-01-13,483.7086919999999,745,2
2022-01-13,637.035347,868,5
2022-01-13,185.038014,1251,5
2022-01-13,442.61283000000003,1265,5
2022-01-14,1010.142283,0,1
2022-01-14,429.0,2,3
2022-01-14,63.952833999999996,20,3
2022-01-14,386.196027,26,3
2022-01-14,1301.606882,102,5
2022-01-14,3376.888994,502,4
2022-01-14,437.42345500000005,745,2
2022-01-14,731.6740980000001,868,5
2022-01-14,243.252567,1251,5
2022-01-14,391.41208399999994,1265,5
2022-01-15,1117.291244,102,5
2022-01-15,717.677551,502,4
2022-01-15,20.132625,745,2
2022-01-15,358.977215,868,5
2022-01-16,104.399171,102,5
2022-01-16,21.392989999999998,868,5
2022-01-16,2.343815,1251,5
2022-01-17,1105.051744,0,1
2022-01-17,11.04415,2,3
2022-01-17,49.13374,4,3
2022-01-17,5.983737,20,3
2022-01-17,754.178036,26,3
2022-01-17,1191.698009,102,5
2022-01-17,514.360691,502,4
2022-01-17,304.161559,745,2
2022-01-17,383.317633,868,5
2022-01-17,192.434208,1251,5
2022-01-17,80.61542299999999,1265,5
2022-01-18,1974.652232,0,1
2022-01-18,94.202065,2,3
2022-01-18,73.33622100000001,20,3
2022-01-18,894.790024,26,3
2022-01-18,1208.894213,102,5
2022-01-18,1946.693311,502,4
2022-01-18,545.1443050000001,745,2
2022-01-18,684.002196,868,5
2022-01-18,230.966761,1251,5
2022-01-18,871.814766,1265,5
2022-01-19,567.56646,0,1
2022-01-19,193.822374,2,3
2022-01-19,673.947375,26,3
2022-01-19,1197.324143,102,5
2022-01-19,2512.182687,502,4
2022-01-19,275.23101099999997,745,2
2022-01-19,657.399857,868,5
2022-01-19,151.939174,1251,5
2022-01-19,581.0536060000001,1265,5
2022-01-20,2123.594871,0,1
2022-01-20,30.110863,2,3
2022-01-20,1163.3323369999998,26,3
2022-01-20,911.493676,102,5
2022-01-20,1988.640874,502,4
2022-01-20,199.73728099999997,745,2
2022-01-20,734.048937,868,5
2022-01-20,268.319429,1251,5
2022-01-20,292.89028,1265,5
2022-01-21,1419.609837,0,1
2022-01-21,64.718097,4,3
2022-01-21,968.60029,26,3
2022-01-21,1001.751767,102,5
2022-01-21,1972.1092519999997,502,4
2022-01-21,338.29579199999995,745,2
2022-01-21,188.45797100000001,868,5
2022-01-21,179.427014,1251,5
2022-01-21,133.1030010000001,1265,5
2022-01-22,615.8745690000001,0,1
2022-01-22,1321.2308070000001,102,5
2022-01-22,1556.7696230000001,502,4
2022-01-22,303.54701900000003,868,5
2022-01-23,94.59530600000001,102,5
2022-01-23,2.2920350000000003,1251,5
2022-01-24,725.6310829999999,0,1
2022-01-24,83.79864500000001,20,3
2022-01-24,1151.630578,26,3
2022-01-24,1327.276231,102,5
2022-01-24,226.29297000000003,502,4
2022-01-24,144.24437500000002,745,2
2022-01-24,519.1522590000001,868,5
2022-01-24,229.99045600000002,1251,5
2022-01-24,326.171449,1265,5
2022-01-25,1456.991513,0,1
2022-01-25,97.34295900000001,2,3
2022-01-25,247.705483,4,3
2022-01-25,93.11496500000001,20,3
2022-01-25,1316.4247659999999,26,3
2022-01-25,1667.009096,102,5
2022-01-25,2481.935708,502,4
2022-01-25,234.411328,745,2
2022-01-25,459.396404,868,5
2022-01-25,317.500769,1251,5
2022-01-25,492.40638499999994,1265,5
2022-01-26,1070.515283,0,1
2022-01-26,66.624684,2,3
2022-01-26,1277.536695,26,3
2022-01-26,1602.774279,102,5
2022-01-26,2489.529673,502,4
2022-01-26,686.802412,745,2
2022-01-26,260.456501,868,5
2022-01-26,325.41997100000003,1251,5
2022-01-26,349.44223099999994,1265,5
2022-01-27,1869.303916,0,1
2022-01-27,6.563603,4,3
2022-01-27,531.9251770000001,20,3
2022-01-27,771.2726729999999,26,3
2022-01-27,1385.498007,102,5
2022-01-27,2819.906773,502,4
2022-01-27,340.96509800000007,745,2
2022-01-27,630.675932,868,5
2022-01-27,150.268237,1251,5
2022-01-27,326.01866700000005,1265,5
2022-01-28,1553.8149369999999,0,1
2022-01-28,55.728702,4,3
2022-01-28,39.819173000000006,20,3
2022-01-28,847.437152,26,3
2022-01-28,1706.868138,102,5
2022-01-28,2542.621645,502,4
2022-01-28,477.75149,745,2
2022-01-28,481.43855399999995,868,5
2022-01-28,168.08846,1251,5
2022-01-28,338.552614,1265,5
2022-01-29,171.207726,0,1
2022-01-29,1621.582449,102,5
2022-01-29,298.1206219999999,502,4
2022-01-29,165.66818899999998,868,5
2022-01-30,99.943159,102,5
2022-01-30,13.646138999999998,868,5
2022-01-31,955.02082,0,1
2022-01-31,57.794394999999994,2,3
2022-01-31,1015.011368,26,3
2022-01-31,1429.509796,102,5
2022-01-31,1472.966997,502,4
2022-01-31,469.08785099999994,745,2
2022-01-31,610.588503,868,5
2022-01-31,180.659506,1251,5
2022-01-31,386.567983,1265,5
2022-02-01,1769.333537,0,1
2022-02-01,18.318895,2,3
2022-02-01,180.093282,20,3
2022-02-01,924.778804,26,3
2022-02-01,1373.8592250000002,102,5
2022-02-01,611.17859,502,4
2022-02-01,88.497469,745,2
2022-02-01,219.02333099999998,868,5
2022-02-01,152.29817899999998,1251,5
2022-02-01,497.276298,1265,5
2022-02-02,1205.4510089999999,0,1
2022-02-02,847.5154630000001,26,3
2022-02-02,1864.9900499999999,102,5
2022-02-02,1934.876708,502,4
2022-02-02,305.161292,745,2
2022-02-02,171.38963800000005,868,5
2022-02-02,112.730752,1251,5
2022-02-02,28.08459799999997,1265,5
2022-02-03,2894.879832,0,1
2022-02-03,146.472938,2,3
2022-02-03,1369.452929,26,3
2022-02-03,1135.9686,102,5
2022-02-03,3298.095136,502,4
2022-02-03,334.561371,745,2
2022-02-03,535.199471,868,5
2022-02-03,110.550104,1251,5
2022-02-03,474.127472,1265,5
2022-02-04,1188.479869,0,1
2022-02-04,70.883425,4,3
2022-02-04,59.360609,20,3
2022-02-04,1389.899628,26,3
2022-02-04,1197.2639729999999,102,5
2022-02-04,3337.455323,502,4
2022-02-04,649.61073,745,2
2022-02-04,154.31595000000004,868,5
2022-02-04,82.00803499999999,1251,5
2022-02-04,419.881889,1265,5
2022-02-05,129.994105,0,1
2022-02-05,4.89725,4,3
2022-02-05,1955.197483,102,5
2022-02-05,451.60662699999995,502,4
2022-02-05,136.30637099999998,868,5
2022-02-05,29.94293000000002,1251,5
2022-02-06,29.634985999999998,102,5
2022-02-06,14.992146,868,5
2022-02-07,1238.748653,0,1
2022-02-07,20.500218,20,3
2022-02-07,981.559055,26,3
2022-02-07,1465.115012,102,5
2022-02-07,1883.599938,502,4
2022-02-07,473.53055900000004,745,2
2022-02-07,474.790115,868,5
2022-02-07,89.13389399999998,1251,5
2022-02-07,611.293141,1265,5
2022-02-08,1380.574582,0,1
2022-02-08,50.55615400000001,4,3
2022-02-08,1097.266188,26,3
2022-02-08,1002.4772909999999,102,5
2022-02-08,1234.336026,502,4
2022-02-08,276.359948,745,2
2022-02-08,708.602308,868,5
2022-02-08,161.58924900000002,1251,5
2022-02-08,256.82548999999995,1265,5
2022-02-09,598.3034039999999,0,1
2022-02-09,211.84155900000002,2,3
2022-02-09,784.2657470000001,26,3
2022-02-09,1191.497782,102,5
2022-02-09,3798.284663,502,4
2022-02-09,534.2449240000001,745,2
2022-02-09,387.97079099999996,868,5
2022-02-09,103.37905199999997,1251,5
2022-02-09,483.773645,1265,5
2022-02-10,275.063634,0,1
2022-02-10,267.32770400000004,2,3
2022-02-10,757.430255,26,3
2022-02-10,1410.878295,102,5
2022-02-10,1735.14155,502,4
2022-02-10,468.989773,745,2
2022-02-10,535.679921,868,5
2022-02-10,130.29123800000005,1251,5
2022-02-10,262.815688,1265,5
2022-02-11,298.23190999999997,2,3
2022-02-11,1.922274,20,3
2022-02-11,1021.849658,26,3
2022-02-11,949.3240069999999,102,5
2022-02-11,1568.676751,502,4
2022-02-11,343.413489,745,2
2022-02-11,116.04641600000002,868,5
2022-02-11,52.36110699999999,1251,5
2022-02-11,273.70266000000004,1265,5
2022-02-12,168.42478599999998,20,3
2022-02-12,1456.292468,102,5
2022-02-12,1287.0,502,4
2022-02-12,262.98692800000003,745,2
2022-02-12,201.28755599999997,868,5
2022-02-13,6.441749,2,3
2022-02-13,7.816939999999999,102,5
2022-02-13,24.448768,868,5
