tour_id,distance,distance_km,duration,duration_h,start_time,cid,vehicle_id,stop_time,track_gap,avg_speed,max_speed,n_signal_loss,d_signal_loss,r_signal_loss,avg_hdop,home_base,long_haul,rest_area,service_area_fuel,industrial_area,freight_forwarder,max_speed_kmh,avg_speed_kmh,gross_vehicle_weight,total_mass_with_trailer,axle_class,other_area
26,115808.0,115.80799999999999,9025.701000000001,2.5071391666666667,2021-11-10 12:50:31.036000+01:00,0,1,2021-11-12 12:24:12.163000+01:00,13.95838859,20.67,31.34,48.0,15378.0,0.17459922,2.7637024,True,True,False,False,True,1,112.824,74.412,18000.0,40000.0,98.0,True
28,547717.0,547.717,38677.695999999996,10.743804444444445,2021-11-13 22:46:46.452000+01:00,0,1,2021-11-16 15:05:28.860000+01:00,226095.22956822,17.73,31.48,53.0,15122.0,0.1731692,2.320072,True,True,False,True,True,1,113.328,63.828,18000.0,40000.0,98.0,True
30,519906.0,519.9060000000001,36177.229,10.049230277777779,2021-11-16 16:42:01.121000+01:00,0,1,2021-11-18 09:56:59.087000+01:00,24.28193224,18.85,27.88,64433.0,1439.0,0.004865843,0.85844254,True,True,False,False,True,1,100.368,67.86000000000001,18000.0,40000.0,98.0,True
32,22041.0,22.041,3598.455,0.9995708333333333,2021-11-18 12:48:47.254000+01:00,0,1,2021-11-18 15:04:37.064000+01:00,45.05308501,12.02,26.14,7.0,24.0,0.0022255194,1.0406033,True,False,False,False,True,1,94.104,43.272,18000.0,40000.0,98.0,False
34,101768.0,101.768,9712.099,2.6978052777777775,2021-11-19 10:56:55.237000+01:00,0,1,2021-11-19 15:38:16.360000+01:00,38.7823035,11.38,24.62,12.0,102.0,0.0027314548,1.71148,True,False,False,False,True,1,88.632,40.968,18000.0,40000.0,98.0,False
36,949504.0,949.5039999999999,51827.085,14.3964125,2021-11-22 04:37:02.843000+01:00,0,1,2021-11-23 10:44:39.170000+01:00,24.09147147,19.92,27.67,126330.0,1280.0,0.003887647,0.9297677,True,True,False,True,True,1,99.61200000000001,71.712,18000.0,40000.0,98.0,True
38,1585714.0,1585.714,89305.58499999999,24.807106944444445,2021-11-23 13:54:10.688000+01:00,0,1,2021-11-26 15:23:44.791000+01:00,35.46084642,22.04,27.75,156710.0,1308.0,0.017010968,1.4821769,True,True,False,True,True,1,99.9,79.344,18000.0,40000.0,98.0,True
39,12382.0,12.382,37214.778,10.337438333333333,2021-11-29 13:26:23.752000+01:00,0,1,2021-12-14 09:40:22.144000+01:00,27.31805876,0.85,6.8,25.0,22.0,0.0067114094,2.1720178,True,False,False,False,True,1,24.48,3.06,18000.0,40000.0,98.0,False
40,89870.0,89.87,8761.639,2.433788611111111,2021-12-14 10:54:50.624000+01:00,0,1,2021-12-14 14:47:24.380000+01:00,34.15245767,10.67,22.33,26460.0,183.0,0.006069249,1.0408522,True,False,False,False,True,1,80.38799999999999,38.412,18000.0,40000.0,98.0,False
42,877101.0,877.101,55004.947,15.279151944444443,2021-12-14 19:30:57.702000+01:00,0,1,2021-12-22 12:33:03.584000+01:00,260052.52726305,21.2,27.88,44.0,2937.0,0.013055935,0.9729471,True,True,False,True,True,1,100.368,76.32,18000.0,40000.0,98.0,False
43,15820.0,15.82,12555.246,3.487568333333333,2021-12-22 13:23:45.528000+01:00,0,1,2021-12-22 16:53:00.774000+01:00,5.35445215,1.26,20.54,13.0,9143.0,0.57793933,1.2457852,True,False,False,False,True,1,73.944,4.5360000000000005,18000.0,40000.0,98.0,False
44,792289.0,792.289,49888.845,13.858012500000001,2022-01-04 08:56:57.621000+01:00,0,1,2022-01-06 10:05:07.169000+01:00,3292.25644379,22.61,29.91,2044.0,9097.0,0.65436625,1.1085712,True,True,False,True,True,1,107.676,81.396,18000.0,40000.0,98.0,True
46,100319.0,100.319,12846.094,3.5683594444444444,2022-01-07 09:03:39.964000+01:00,0,1,2022-01-07 14:04:59.346000+01:00,699.076402,12.38,24.94,13.0,2720.0,0.0625388,1.2332225,True,False,False,False,True,1,89.784,44.568000000000005,18000.0,40000.0,98.0,False
48,633280.0,633.28,37819.201,10.50533361111111,2022-01-10 04:19:40.450000+01:00,0,1,2022-01-11 13:06:06.118000+01:00,30.81334496,19.98,28.05,50.0,3353.0,0.02022863,1.0689176,True,True,False,False,True,1,100.98,71.928,18000.0,40000.0,98.0,True
50,719835.0,719.835,45673.114,12.686976111111111,2022-01-11 14:36:02.506000+01:00,0,1,2022-01-12 18:07:11.008000+01:00,24.41466594,18.88,26.09,60.0,3657.0,0.022945285,0.90844846,True,True,True,True,True,1,93.924,67.968,18000.0,40000.0,98.0,True
52,71909.0,71.90899999999999,8746.599,2.4296108333333333,2022-01-13 10:03:34.425000+01:00,0,1,2022-01-14 13:54:31.875000+01:00,37973.84340958,12.58,22.37,10.0,343.0,0.012877186,1.1367652,True,False,False,False,True,1,80.53200000000001,45.288000000000004,18000.0,40000.0,98.0,True
54,1465468.0,1465.468,107971.491,29.992080833333333,2022-01-17 08:59:46.298000+01:00,0,1,2022-01-21 11:49:45.076000+01:00,253939.29031711,21.72,44.48,128.0,11512.0,0.17051531,1.9259757,True,True,True,True,True,1,160.128,78.192,18000.0,40000.0,98.0,True
55,2207.0,2.207,2695.017,0.7486158333333333,2022-01-31 08:37:21.336000+01:00,0,1,2022-01-31 09:22:16.353000+01:00,8.82181881,0.82,12.86,24353.0,0.0,0.0,1.3310374,True,False,False,False,True,1,46.296,2.952,18000.0,40000.0,98.0,False
56,580769.0,580.769,39286.558,10.912932777777778,2022-01-31 11:05:32.376000+01:00,0,1,2022-02-02 10:49:17.725000+01:00,968.05127774,22.2,28.15,33.0,13781.0,0.08035844,1.2261384,True,True,False,True,True,1,101.34,79.92,18000.0,40000.0,98.0,True
58,534458.0,534.4580000000001,30845.81,8.568280555555557,2022-02-02 12:21:12.256000+01:00,0,1,2022-02-03 17:05:11.472000+01:00,377.41928308,21.72,29.67,46.0,27738.0,0.113978356,1.083785,True,True,False,True,True,1,106.81200000000001,78.192,18000.0,40000.0,98.0,True
60,59720.0,59.72,5918.3369999999995,1.6439825,2022-02-04 10:45:09.417000+01:00,0,1,2022-02-04 13:43:11.080000+01:00,296.33172972,10.2,21.75,9.0,2271.0,0.076616846,1.0086213,True,False,False,False,True,1,78.3,36.72,18000.0,40000.0,98.0,False
62,230906.0,230.906,17583.25,4.884236111111111,2022-02-07 10:51:22.685000+01:00,149,1,2022-02-08 11:47:07.149000+01:00,317825.63090469,15.05,26.69,22.0,7179.0,0.08086561,1.3335667,True,True,True,False,True,1,96.084,54.18000000000001,18000.0,40000.0,98.0,True
63,10921.0,10.921,10182.896,2.8285822222222223,2021-09-07 11:48:57.981000+02:00,0,2,2021-09-07 14:38:40.877000+02:00,5.86730538,1.07,27.81,17.0,5402.0,0.49464336,2.8710628,True,False,False,False,True,1,100.116,3.8520000000000003,18000.0,40000.0,98.0,False
64,7933.0,7.933,3679.237,1.0220102777777778,2021-09-08 07:07:32.559000+02:00,0,2,2021-09-08 09:18:42.654000+02:00,1077.08077648,7.49,23.97,9.0,3084.0,0.5705828,2.8059063,True,False,False,False,True,1,86.292,26.964000000000002,18000.0,40000.0,98.0,True
65,19639.0,19.639,6197.721,1.7215891666666665,2021-09-08 09:49:32.336000+02:00,0,2,2021-09-08 11:45:24.707000+02:00,14.10466306,4.49,23.49,19.0,2321.0,0.19481282,2.3614607,True,False,False,False,True,1,84.564,16.164,18000.0,40000.0,98.0,False
67,86827.0,86.82700000000001,24429.449,6.785958055555556,2021-09-08 12:22:42.312000+02:00,0,2,2021-09-09 14:54:32.558000+02:00,9432.60558231,10.69,35.02,76.0,19676.0,0.6723896,7.7631917,True,False,False,False,True,1,126.07200000000002,38.484,18000.0,40000.0,98.0,True
69,38843.0,38.842999999999996,6233.4259999999995,1.731507222222222,2021-09-10 05:04:27.217000+02:00,0,2,2021-09-10 12:18:40.757000+02:00,13338.88228584,16.96,34.59,2.0,1306.0,0.64208454,10.660052,True,False,False,False,False,1,124.52400000000002,61.056000000000004,18000.0,40000.0,98.0,True
71,9280.0,9.28,731.24,0.20312222222222223,2021-09-12 12:38:28.017000+02:00,0,2,2021-09-12 12:50:39.257000+02:00,2015.98871541,12.69,59.04,9.0,9164.0,0.9875,14.5292225,True,False,False,False,False,1,212.544,45.684,18000.0,40000.0,98.0,False
73,69447.0,69.447,20292.796000000002,5.636887777777778,2021-09-13 07:37:47.100000+02:00,0,2,2021-09-13 14:49:51.597000+02:00,16460.42173254,7.72,39.78,146.0,25002.0,0.861336,1.8778825,True,False,False,False,True,1,143.208,27.791999999999998,18000.0,40000.0,98.0,True
76,111618.0,111.618,21651.216,6.014226666666667,2021-09-14 08:22:00.607000+02:00,0,2,2021-09-14 16:04:05.959000+02:00,4819.50523001,9.54,20.58,42.0,38111.0,0.93425345,7.4750433,True,False,False,False,True,1,74.088,34.344,18000.0,40000.0,98.0,False
77,47975.0,47.975,4796.513,1.3323647222222221,2021-09-15 13:46:30.626000+02:00,0,2,2021-09-15 16:13:23.480000+02:00,21065.0670002,12.86,48.87,40.0,13506.0,0.4710026,4.9064493,True,False,False,False,True,1,175.932,46.296,18000.0,40000.0,98.0,False
78,41043.0,41.043000000000006,8721.592,2.4226644444444445,2021-09-16 10:39:10.416000+02:00,0,2,2021-09-16 23:59:30.502000+02:00,12477.93492436,17.95,87.85,60.0,19123.0,0.9912399,8.516959,True,False,False,False,True,1,316.26,64.62,18000.0,40000.0,98.0,False
80,1934.0,1.934,109.654,0.030459444444444442,2021-09-17 20:00:22.937000+02:00,0,2,2021-09-17 20:02:12.591000+02:00,62.3772562,17.64,52.5,9.0,1702.0,0.88004136,8.376631,True,False,False,False,False,1,189.0,63.504000000000005,18000.0,40000.0,98.0,False
82,61857.0,61.857,20274.723,5.6318675,2021-09-20 10:39:09.998000+02:00,0,2,2021-09-20 16:17:04.721000+02:00,27.21493828,3.05,34.53,54.0,47615.0,0.7697593,5.5863795,True,False,False,False,False,1,124.308,10.98,18000.0,40000.0,98.0,False
83,4650.0,4.65,3030.3990000000003,0.8417775000000001,2021-09-21 08:07:05.027000+02:00,0,2,2021-09-21 09:15:21.886000+02:00,726.18522889,9.74,23.18,9.0,2804.0,0.87597626,7.678128,True,False,False,False,True,1,83.44800000000001,35.064,18000.0,40000.0,98.0,False
84,6690.0,6.69,1299.821,0.3610613888888889,2021-09-21 10:06:20.467000+02:00,0,2,2021-09-21 10:28:00.288000+02:00,1719.22646331,5.15,19.89,14.0,3806.0,0.5689088,8.557343,True,False,False,False,False,1,71.604,18.540000000000003,18000.0,40000.0,98.0,False
86,1803.0,1.803,291.703,0.0810286111111111,2021-09-21 20:36:53.239000+02:00,0,2,2021-09-21 20:41:44.942000+02:00,2512.06274562,6.18,6.47,2.0,1677.0,0.9301165,12.334429,True,False,False,False,True,1,23.291999999999998,22.248,18000.0,40000.0,98.0,False
88,2181.0,2.181,16795.348,4.665374444444445,2021-09-22 07:37:17.875000+02:00,0,2,2021-09-22 12:17:13.223000+02:00,2422.07741262,0.13,7.26,12.0,436.0,0.1999083,7.6356683,True,False,False,False,True,1,26.136,0.468,18000.0,40000.0,98.0,False
89,19336.0,19.336000000000002,2444.368,0.6789911111111111,2021-09-23 11:16:09.106000+02:00,0,2,2021-09-23 13:53:37.504000+02:00,23144.8432769,7.96,32.77,85.0,10902.0,0.6000991,6.585267,True,False,False,False,True,1,117.97200000000001,28.656,18000.0,40000.0,98.0,True
90,136233.0,136.233,13003.928,3.6122022222222223,2021-09-24 06:27:26.555000+02:00,0,2,2021-09-24 14:08:53.639000+02:00,13.28754176,12.02,25.28,21.0,1278.0,0.01440763,1.4265444,True,False,False,False,True,1,91.00800000000001,43.272,18000.0,40000.0,98.0,True
92,112879.0,112.879,21422.666,5.950740555555556,2021-09-27 07:16:18.678000+02:00,0,2,2021-09-28 16:35:51.323000+02:00,60510.52314246,8.12,35.4,52.0,10874.0,0.5703941,9.634505,True,False,False,False,True,1,127.44,29.232,18000.0,40000.0,98.0,False
94,6314.0,6.314,12270.168,3.4083799999999997,2021-09-29 06:36:53.042000+02:00,0,2,2021-09-29 14:54:02.480000+02:00,60642.15120124,3.04,66.65,2.0,2620.0,0.9275735,1.2402307,True,False,False,False,True,1,239.94000000000003,10.944,18000.0,40000.0,98.0,True
97,62133.0,62.132999999999996,18193.438,5.053732777777777,2021-09-30 06:38:34.699000+02:00,0,2,2021-09-30 14:38:10.472000+02:00,34453.71863006,9.05,47.9,75.0,17458.0,0.7818532,7.895536,True,False,False,False,True,1,172.44,32.580000000000005,18000.0,40000.0,98.0,True
99,106000.0,106.0,26840.293,7.455636944444445,2021-10-01 06:39:24.437000+02:00,0,2,2021-10-01 15:39:53.464000+02:00,62.63628791,10.89,29.58,46.0,20523.0,0.59632146,3.8613496,True,False,False,False,True,1,106.488,39.204,18000.0,40000.0,98.0,False
101,54585.0,54.585,12967.578000000001,3.602105,2021-10-04 06:59:43.770000+02:00,0,2,2021-10-04 14:51:05.491000+02:00,14.45891687,6.6,79.53,32.0,9076.0,0.3816277,2.685593,True,False,False,False,True,1,286.308,23.759999999999998,18000.0,40000.0,98.0,False
102,107172.0,107.172,16435.655,4.565459722222222,2021-10-05 06:46:15.723000+02:00,0,2,2021-10-05 16:11:49.914000+02:00,7.75737873,13.12,32.42,5436.0,2324.0,0.37172106,3.1948056,True,False,False,False,True,1,116.712,47.232,18000.0,40000.0,98.0,False
104,74003.0,74.003,17705.667999999998,4.9182411111111115,2021-10-06 07:19:27.166000+02:00,0,2,2021-10-06 13:42:24.530000+02:00,2561.91109539,13.37,83.89,104.0,26874.0,0.9044908,4.205332,True,False,False,False,True,1,302.004,48.132,18000.0,40000.0,98.0,True
105,5865.0,5.865,151.148,0.041985555555555554,2021-10-07 07:40:26.064000+02:00,0,2,2021-10-07 07:42:57.212000+02:00,4345.15893217,38.8,84.82,65.0,5864.0,0.9998295,13.073908,True,False,False,False,False,1,305.352,139.68,18000.0,40000.0,98.0,False
107,105215.0,105.215,12440.259,3.4556275,2021-10-07 08:39:44.200000+02:00,0,2,2021-10-07 12:46:51.394000+02:00,7653.71795639,13.41,62.16,70.0,14056.0,0.244278,3.00125,True,False,False,False,True,1,223.77599999999998,48.276,18000.0,40000.0,98.0,True
108,12140.0,12.14,1340.432,0.37234222222222224,2021-10-07 12:54:38.007000+02:00,0,2,2021-10-09 11:16:11.170000+02:00,5431.09507269,23.1,126.65,2.0,5353.0,0.9883678,8.786608,True,False,False,False,True,1,455.94000000000005,83.16000000000001,18000.0,40000.0,98.0,False
109,3583.0,3.583,134.169,0.03726916666666667,2021-10-10 18:11:39.235000+02:00,0,2,2021-10-10 18:13:53.404000+02:00,1288.31684151,26.71,29.15,69.0,3292.0,0.9187831,9.828288,True,False,False,False,True,1,104.94,96.156,18000.0,40000.0,98.0,False
111,5652.0,5.652,1042.993,0.28972027777777776,2021-10-11 16:05:25.781000+02:00,0,2,2021-10-11 16:22:48.774000+02:00,36.75301341,5.42,18.74,16.0,459.0,0.08121019,1.7509739,True,False,False,False,True,1,67.464,19.512,18000.0,40000.0,98.0,False
112,1548.0,1.548,1314.502,0.3651394444444444,2021-10-12 09:35:30.159000+02:00,0,2,2021-10-12 09:57:24.661000+02:00,1.80777642,1.18,29.1,42.0,655.0,0.4231266,1.8360827,True,False,False,False,True,1,104.76,4.248,18000.0,40000.0,98.0,False
113,33329.0,33.329,8661.644,2.4060122222222224,2021-10-12 11:07:31.140000+02:00,0,2,2021-10-12 13:57:43.987000+02:00,69.28037987,5.33,20.2,80.0,12198.0,0.6029689,3.66708,True,False,False,False,True,1,72.72,19.188000000000002,18000.0,40000.0,98.0,False
115,41173.0,41.173,18059.667,5.016574166666667,2021-10-13 07:12:47.884000+02:00,0,2,2021-10-13 12:29:52.018000+02:00,5.03005758,3.42,67.91,30.0,17181.0,0.9384935,1.7934574,True,False,False,False,True,1,244.476,12.312,18000.0,40000.0,98.0,False
116,23238.0,23.238,2787.088,0.7741911111111112,2021-10-13 15:20:05.008000+02:00,0,2,2021-10-14 11:02:41.836000+02:00,10387.90951763,16.69,51.19,36.0,5667.0,0.9528373,9.192645,True,False,False,False,True,1,184.284,60.084,18000.0,40000.0,98.0,False
117,30085.0,30.085,3894.766,1.0818794444444444,2021-10-14 13:40:11.172000+02:00,0,2,2021-10-14 14:55:24.130000+02:00,576.29375887,8.54,19.38,4.0,8561.0,0.5821038,1.78102,True,False,False,False,True,1,69.768,30.743999999999996,18000.0,40000.0,98.0,True
118,10992.0,10.992,1934.391,0.5373308333333333,2021-10-14 15:18:15.782000+02:00,0,2,2021-10-14 16:25:17.265000+02:00,2.77603539,7.28,19.86,1.0,0.0,0.0,0.6896732,True,False,False,False,True,1,71.496,26.208000000000002,18000.0,40000.0,98.0,False
120,4969.0,4.969,694.173,0.19282583333333334,2021-10-15 07:50:20.853000+02:00,0,2,2021-10-15 08:01:55.026000+02:00,5.66438625,7.16,30.2,17.0,3768.0,0.7583015,3.4505665,True,False,False,False,False,1,108.72,25.776,18000.0,40000.0,98.0,False
121,19758.0,19.758000000000003,10138.138,2.8161494444444446,2021-10-15 10:01:29.373000+02:00,0,2,2021-10-15 13:07:06.162000+02:00,1197.16625569,1.98,48.45,110.0,9209.0,0.51750493,4.8356495,True,False,False,False,True,1,174.42000000000002,7.128,18000.0,40000.0,98.0,True
122,1640.0,1.64,11595.268,3.2209077777777777,2021-10-17 10:15:03.510000+02:00,0,2,2021-10-17 13:28:18.778000+02:00,278.87771555,0.14,2.91,26.0,696.0,0.42439026,3.6951296,True,False,False,False,True,1,10.476,0.5040000000000001,18000.0,40000.0,98.0,False
123,48225.0,48.225,23279.838,6.466621666666667,2021-10-18 06:57:10.302000+02:00,0,2,2021-10-18 17:31:53.254000+02:00,17.58437667,4.82,21.38,30.0,9663.0,0.7393492,5.8994365,True,False,False,False,True,1,76.968,17.352,18000.0,40000.0,98.0,True
125,61536.0,61.535999999999994,16019.128,4.449757777777777,2021-10-19 06:31:40.719000+02:00,0,2,2021-10-19 16:07:09.097000+02:00,11615.1846542,7.53,40.61,22.0,8850.0,0.72496736,3.0603259,True,False,False,False,True,1,146.196,27.108,18000.0,40000.0,98.0,True
126,6472.0,6.472,847.571,0.2354363888888889,2021-10-19 16:20:51.373000+02:00,0,2,2021-10-19 16:34:58.944000+02:00,4.95064064,7.64,19.91,0.0,0.0,0.0,0.63644344,True,False,False,False,True,1,71.676,27.503999999999998,18000.0,40000.0,98.0,False
127,12528.0,12.527999999999999,4751.121,1.3197558333333335,2021-10-20 08:43:17.196000+02:00,0,2,2021-10-20 10:20:48.356000+02:00,183.43587841,2.74,19.07,15.0,288.0,0.04323675,2.1177146,True,False,False,False,True,1,68.652,9.864,18000.0,40000.0,98.0,False
128,2302.0,2.302,1210.463,0.3362397222222222,2021-10-20 10:55:49.130000+02:00,0,2,2021-10-20 11:26:33.365000+02:00,95.47523994,2.67,64.17,14.0,927.0,0.7186046,4.2303147,True,False,False,False,True,1,231.012,9.612,18000.0,40000.0,98.0,False
129,5267.0,5.267,1671.586,0.46432944444444446,2021-10-20 16:22:07.280000+02:00,0,2,2021-10-20 16:49:58.866000+02:00,570.86818431,3.15,20.14,19.0,1293.0,0.24549079,4.3060956,True,False,False,False,True,1,72.504,11.34,18000.0,40000.0,98.0,False
130,1273.0,1.273,1047.665,0.29101805555555554,2021-10-21 07:58:50.924000+02:00,0,2,2021-10-21 08:16:18.589000+02:00,2.57240991,1.22,11.05,8.0,301.0,0.23644933,1.1585748,True,False,False,False,True,1,39.78,4.392,18000.0,40000.0,98.0,False
131,5979.0,5.978999999999999,2662.746,0.7396516666666667,2021-10-21 08:24:03.131000+02:00,0,2,2021-10-21 11:10:49.143000+02:00,3797.29984658,2.3,16.34,12.0,2371.0,0.7866622,1.7608422,True,False,False,False,True,1,58.824,8.28,18000.0,40000.0,98.0,False
133,21211.0,21.211000000000002,5638.161,1.5661558333333332,2021-10-21 12:37:57.293000+02:00,0,2,2021-10-21 15:05:12.524000+02:00,15.11704422,4.02,46.12,41.0,5869.0,0.85098255,6.7049823,True,False,False,False,True,1,166.03199999999998,14.472,18000.0,40000.0,98.0,False
134,24787.0,24.787,2186.714,0.6074205555555555,2021-10-21 15:36:22.519000+02:00,0,2,2021-10-21 16:12:49.233000+02:00,18.09326835,11.34,78.5,84.0,21621.0,0.8722718,4.1718884,True,False,False,False,True,1,282.6,40.824,18000.0,40000.0,98.0,False
135,2680.0,2.6799999999999997,3252.658,0.9035161111111112,2021-10-22 07:01:33.350000+02:00,0,2,2021-10-22 08:11:32.040000+02:00,6.44703908,1.2,35.7,21.0,670.0,0.46016484,4.9172025,True,False,False,False,True,1,128.52,4.32,18000.0,40000.0,98.0,False
136,40933.0,40.933,6981.177,1.9392158333333334,2021-10-22 08:50:07.184000+02:00,0,2,2021-10-22 10:50:50.836000+02:00,89.84413467,8.13,77.12,28.0,9069.0,0.61459744,1.6074718,True,False,False,False,True,1,277.632,29.268000000000004,18000.0,40000.0,98.0,False
137,6485.0,6.485,1410.394,0.3917761111111111,2021-10-22 12:27:09.720000+02:00,0,2,2021-10-22 12:50:40.114000+02:00,5.26795519,4.6,24.5,3.0,7.0,0.001079414,0.7690089,True,False,False,False,True,1,88.2,16.56,18000.0,40000.0,98.0,False
138,11926.0,11.926,2937.776,0.8160488888888888,2021-10-22 12:55:48.365000+02:00,0,2,2021-10-22 14:42:47.845000+02:00,5.24945251,7.29,19.73,1.0,0.0,0.0,0.7387213,True,False,False,False,True,1,71.028,26.244,18000.0,40000.0,98.0,False
139,11975.0,11.975000000000001,2637.7349999999997,0.7327041666666666,2021-10-22 15:27:25.507000+02:00,0,2,2021-10-22 16:38:58.501000+02:00,13.91180999,7.72,24.65,1.0,0.0,0.0,0.7083531,True,False,False,False,True,1,88.74,27.791999999999998,18000.0,40000.0,98.0,False
141,46153.0,46.153000000000006,5090.469999999999,1.4140194444444445,2021-10-25 07:35:51.199000+02:00,0,2,2021-10-25 09:58:31.618000+02:00,5.51428237,11.84,24.54,45.0,124.0,0.005290102,1.423004,True,False,False,False,True,1,88.344,42.624,18000.0,40000.0,98.0,False
142,12763.0,12.763000000000002,2055.492,0.57097,2021-10-25 14:18:56.380000+02:00,0,2,2021-10-25 15:01:41.366000+02:00,9.35680253,6.76,20.34,3.0,9.0,0.0014009962,0.7623141,True,False,False,False,True,1,73.224,24.336,18000.0,40000.0,98.0,False
143,24617.0,24.616999999999997,3918.114,1.088365,2021-10-26 07:38:45.557000+02:00,0,2,2021-10-26 09:20:20.539000+02:00,3.13255591,12.58,39.06,15961.0,79.0,0.0034883209,0.667201,True,False,False,False,True,1,140.616,45.288000000000004,18000.0,40000.0,98.0,False
145,104399.0,104.399,14612.194,4.058942777777777,2021-10-26 10:53:34.224000+02:00,0,2,2021-10-26 17:11:25.704000+02:00,5.24929356,12.46,22.28,39313.0,80.0,0.0018490697,0.92055047,True,False,False,False,True,1,80.20800000000001,44.856,18000.0,40000.0,98.0,False
147,44955.0,44.955,4326.348,1.2017633333333335,2021-10-27 07:54:21.951000+02:00,0,2,2021-10-27 09:22:56.961000+02:00,23.31808852,12.28,24.99,29.0,610.0,0.027105087,0.92782074,True,False,False,False,True,1,89.964,44.208,18000.0,40000.0,98.0,False
