tour_id,distance,distance_km,duration,duration_h,start_time,battery_energy_min,battery_energy_mean,soc_min,soc_mean,track_id_count,vehicle_id,stop_time,long_haul,freight_forwarder,max_speed_kmh,avg_speed_kmh,location,energy_consumption_kwh_cleaned,avg_energy_consumption_kwh/km_cleaned,occupation
63,10921.0,10.921,69514.57800000001,19.309605,2021-09-07 11:48:57.981000+02:00,502.22,508.51,0.878,0.889,1,2,2021-09-08 07:07:32.559000+02:00,False,1,100.116,3.8520000000000003,home base,12.578284,1.151752,home base
64,7933.0,7.933,9719.777,2.6999380555555557,2021-09-08 07:07:32.559000+02:00,505.66,511.06,0.884,0.8934500000000001,2,2,2021-09-08 09:49:32.336000+02:00,False,1,86.292,26.964000000000002,other area,6.22522,1.151752,other area
65,19639.0,19.639,9189.976,2.5527711111111113,2021-09-08 09:49:32.336000+02:00,501.08,509.145,0.876,0.8901,2,2,2021-09-08 12:22:42.312000+02:00,False,1,84.564,16.164,industrial area,13.721973,1.151752,industrial area
67,86827.0,86.82700000000001,146504.905,40.69580694444444,2021-09-08 12:22:42.312000+02:00,463.02,499.01249999999993,0.8095,0.8724000000000001,4,2,2021-09-10 05:04:27.217000+02:00,False,1,126.07200000000002,38.484,other area,38.632066,1.151752,other area
69,38843.0,38.842999999999996,200040.80000000002,55.56688888888889,2021-09-10 05:04:27.217000+02:00,470.06,471.235,0.8218,0.82385,2,2,2021-09-12 12:38:28.017000+02:00,False,1,124.52400000000002,61.056000000000004,other area,42.394839,1.151752,other area
71,9280.0,9.28,68359.083,18.988634166666667,2021-09-12 12:38:28.017000+02:00,459.37,459.37,0.8031,0.8031,1,2,2021-09-13 07:37:47.100000+02:00,False,1,212.544,45.684,other area,10.688259,1.151752,other area
73,69447.0,69.447,89053.507,24.73708527777778,2021-09-13 07:37:47.100000+02:00,379.39,431.43833333333333,0.6633,0.75425,3,2,2021-09-14 08:22:00.607000+02:00,False,1,143.208,27.791999999999998,other area,33.431905,1.151752,other area
76,111618.0,111.618,105870.019,29.408338611111112,2021-09-14 08:22:00.607000+02:00,465.65,498.91999999999996,0.8141,0.87225,4,2,2021-09-15 13:46:30.626000+02:00,False,1,74.088,34.344,industrial area,49.147561,1.151752,industrial area
77,47975.0,47.975,75159.79000000001,20.877719444444445,2021-09-15 13:46:30.626000+02:00,481.77,500.98499999999996,0.8423,0.87585,2,2,2021-09-16 10:39:10.416000+02:00,False,1,175.932,46.296,home base,33.026489,1.151752,home base
78,41043.0,41.043000000000006,120072.521,33.353478055555556,2021-09-16 10:39:10.416000+02:00,489.75,497.4275,0.8562,0.86965,2,2,2021-09-17 20:00:22.937000+02:00,False,1,316.26,64.62,other area,25.051758,1.151752,other area
80,1934.0,1.934,225527.06100000002,62.64640583333334,2021-09-17 20:00:22.937000+02:00,490.35,490.35,0.8573,0.8573,1,2,2021-09-20 10:39:09.998000+02:00,False,1,189.0,63.504000000000005,other area,2.227488,1.151752,other area
82,61857.0,61.857,77275.029,21.465285833333333,2021-09-20 10:39:09.998000+02:00,419.11,419.11,0.7327,0.7327,1,2,2021-09-21 08:07:05.027000+02:00,False,1,124.308,10.98,other area,71.243923,1.151752,other area
83,4650.0,4.65,7155.4400000000005,1.9876222222222224,2021-09-21 08:07:05.027000+02:00,415.42,454.6625,0.7263,0.794875,2,2,2021-09-21 10:06:20.467000+02:00,False,1,83.44800000000001,35.064,home base,3.686758,1.151752,home base
84,6690.0,6.69,37832.772,10.509103333333334,2021-09-21 10:06:20.467000+02:00,507.09,507.09,0.8865,0.8865,1,2,2021-09-21 20:36:53.239000+02:00,False,1,71.604,18.540000000000003,other area,7.705221,1.151752,other area
86,1803.0,1.803,39624.636,11.006843333333332,2021-09-21 20:36:53.239000+02:00,505.02,509.90999999999997,0.8829,0.8914500000000001,1,2,2021-09-22 07:37:17.875000+02:00,False,1,23.291999999999998,22.248,home base,2.076609,1.151752,home base
88,2181.0,2.181,99531.231,27.64756416666667,2021-09-22 07:37:17.875000+02:00,512.29,513.545,0.8956,0.8977999999999999,1,2,2021-09-23 11:16:09.106000+02:00,False,1,26.136,0.468,industrial area,2.511971,1.151752,industrial area
89,19336.0,19.336000000000002,69077.449,19.18818027777778,2021-09-23 11:16:09.106000+02:00,492.53,498.7725,0.8611,0.871975,2,2,2021-09-24 06:27:26.555000+02:00,False,1,117.97200000000001,28.656,other area,20.923879,1.151752,other area
90,136233.0,136.233,262132.123,72.8144786111111,2021-09-24 06:27:26.555000+02:00,357.13,412.905,0.6244,0.7218666666666667,3,2,2021-09-27 07:16:18.678000+02:00,False,1,91.00800000000001,43.272,other area,102.163858,1.187254,other area
92,112879.0,112.879,170434.364,47.34287888888889,2021-09-27 07:16:18.678000+02:00,467.58,501.79799999999994,0.8174,0.87727,5,2,2021-09-29 06:36:53.042000+02:00,False,1,127.44,29.232,industrial area,47.222984,1.151752,industrial area
94,6314.0,6.314,86501.65699999999,24.028238055555555,2021-09-29 06:36:53.042000+02:00,507.53,510.9125,0.8873,0.893225,2,2,2021-09-30 06:38:34.699000+02:00,False,1,239.94000000000003,10.944,other area,4.139397,1.151752,other area
97,62133.0,62.132999999999996,86449.738,24.01381611111111,2021-09-30 06:38:34.699000+02:00,467.43,503.31299999999993,0.8172,0.8799300000000001,5,2,2021-10-01 06:39:24.437000+02:00,False,1,172.44,32.580000000000005,other area,25.71747,1.151752,other area
99,106000.0,106.0,260419.333,72.33870361111111,2021-10-01 06:39:24.437000+02:00,475.16,502.591,0.8307,0.87867,5,2,2021-10-04 06:59:43.770000+02:00,False,1,106.488,39.204,industrial area,39.638697,1.151752,industrial area
101,54585.0,54.585,85591.95300000001,23.7755425,2021-10-04 06:59:43.770000+02:00,476.45,508.58500000000004,0.833,0.88913,5,2,2021-10-05 06:46:15.723000+02:00,False,1,286.308,23.759999999999998,industrial area,38.347583,1.151752,industrial area
102,107172.0,107.172,88391.443,24.55317861111111,2021-10-05 06:46:15.723000+02:00,458.23,500.0,0.8011,0.874125,4,2,2021-10-06 07:19:27.166000+02:00,False,1,116.712,47.232,industrial area,56.569451,1.151752,industrial area
104,74003.0,74.003,87658.898,24.34969388888889,2021-10-06 07:19:27.166000+02:00,466.58,495.416,0.8157,0.8661,5,2,2021-10-07 07:40:26.064000+02:00,False,1,302.004,48.132,other area,43.814535,1.444975,other area
105,5865.0,5.865,3558.136,0.9883711111111111,2021-10-07 07:40:26.064000+02:00,508.04,508.04,0.8882,0.8882,1,2,2021-10-07 08:39:44.200000+02:00,False,1,305.352,139.68,other area,6.755025,1.151752,other area
107,105215.0,105.215,15293.807,4.248279722222222,2021-10-07 08:39:44.200000+02:00,441.77,478.5883333333333,0.7723,0.8367,3,2,2021-10-07 12:54:38.007000+02:00,False,1,223.77599999999998,48.276,other area,66.272962,1.226075,other area
108,12140.0,12.14,278221.228,77.28367444444444,2021-10-07 12:54:38.007000+02:00,463.62,500.445,0.8105,0.8749,2,2,2021-10-10 18:11:39.235000+02:00,False,1,455.94000000000005,83.16000000000001,home base,7.74438,1.151752,home base
109,3583.0,3.583,78826.54599999999,21.89626277777778,2021-10-10 18:11:39.235000+02:00,510.67,512.735,0.8928,0.8964000000000001,1,2,2021-10-11 16:05:25.781000+02:00,False,1,104.94,96.156,home base,4.126727,1.151752,home base
111,5652.0,5.652,63004.378000000004,17.501216111111113,2021-10-11 16:05:25.781000+02:00,508.29,511.54499999999996,0.8886,0.8943,1,2,2021-10-12 09:35:30.159000+02:00,False,1,67.464,19.512,home base,6.509702,1.151752,home base
112,1548.0,1.548,5520.981,1.5336058333333333,2021-10-12 09:35:30.159000+02:00,513.02,513.91,0.8969,0.89845,1,2,2021-10-12 11:07:31.140000+02:00,False,1,104.76,4.248,home base,1.782912,1.151752,home base
113,33329.0,33.329,72316.74399999999,20.087984444444444,2021-10-12 11:07:31.140000+02:00,481.3,505.2025,0.8414,0.883225,2,2,2021-10-13 07:12:47.884000+02:00,False,1,72.72,19.188000000000002,industrial area,33.498707,1.151752,industrial area
115,41173.0,41.173,29237.123999999996,8.121423333333333,2021-10-13 07:12:47.884000+02:00,488.46,502.9425,0.854,0.879275,2,2,2021-10-13 15:20:05.008000+02:00,False,1,244.476,12.312,industrial area,26.335961,1.151752,industrial area
116,23238.0,23.238,80406.164,22.335045555555556,2021-10-13 15:20:05.008000+02:00,494.17,508.11,0.8639,0.8883,2,2,2021-10-14 13:40:11.172000+02:00,False,1,184.284,60.084,home base,20.634789,1.151752,home base
117,30085.0,30.085,5884.610000000001,1.634613888888889,2021-10-14 13:40:11.172000+02:00,480.15,497.6675,0.8394,0.87005,2,2,2021-10-14 15:18:15.782000+02:00,False,1,69.768,30.743999999999996,other area,17.711642,1.151752,other area
118,10992.0,10.992,59525.071,16.534741944444445,2021-10-14 15:18:15.782000+02:00,508.1,511.78,0.8883,0.894725,2,2,2021-10-15 07:50:20.853000+02:00,False,1,71.496,26.208000000000002,industrial area,6.700348,1.195423,industrial area
120,4969.0,4.969,7868.5199999999995,2.1856999999999998,2021-10-15 07:50:20.853000+02:00,509.08,509.08,0.89,0.89,1,2,2021-10-15 10:01:29.373000+02:00,False,1,108.72,25.776,other area,5.723056,1.151752,other area
121,19758.0,19.758000000000003,173614.137,48.226149166666666,2021-10-15 10:01:29.373000+02:00,486.32,494.57,0.8502,0.8646499999999999,2,2,2021-10-17 10:15:03.510000+02:00,False,1,174.42000000000002,7.128,other area,20.495427,1.151752,other area
122,1640.0,1.64,74526.792,20.701886666666667,2021-10-17 10:15:03.510000+02:00,512.91,513.855,0.8967,0.89835,1,2,2021-10-18 06:57:10.302000+02:00,False,1,10.476,0.5040000000000001,home base,1.888873,1.151752,home base
123,48225.0,48.225,84870.41699999999,23.57511583333333,2021-10-18 06:57:10.302000+02:00,479.96,508.4525,0.8391,0.8889125,8,2,2021-10-19 06:31:40.719000+02:00,False,1,76.968,17.352,other area,20.650913,1.151752,other area
125,61536.0,61.535999999999994,35350.654,9.819626111111111,2021-10-19 06:31:40.719000+02:00,487.97,510.27349999999996,0.8531,0.89208,10,2,2021-10-19 16:20:51.373000+02:00,False,1,146.196,27.108,other area,20.084251,1.338906,other area
126,6472.0,6.472,58945.823000000004,16.373839722222222,2021-10-19 16:20:51.373000+02:00,508.35,511.575,0.8887,0.89435,1,2,2021-10-20 08:43:17.196000+02:00,False,1,71.676,27.503999999999998,home base,6.446451,0.996052,home base
127,12528.0,12.527999999999999,7951.933999999999,2.2088705555555554,2021-10-20 08:43:17.196000+02:00,507.13,511.1925,0.8866,0.8937,2,2,2021-10-20 10:55:49.130000+02:00,False,1,68.652,9.864,industrial area,7.67182,1.151752,industrial area
128,2302.0,2.302,19578.15,5.438375000000001,2021-10-20 10:55:49.130000+02:00,513.31,514.135,0.8974,0.89885,2,2,2021-10-20 16:22:07.280000+02:00,False,1,231.012,9.612,home base,1.48576,1.151752,home base
129,5267.0,5.267,56203.644,15.612123333333333,2021-10-20 16:22:07.280000+02:00,508.73,511.765,0.8894,0.8947,1,2,2021-10-21 07:58:50.924000+02:00,False,1,72.504,11.34,home base,6.066278,1.151752,home base
130,1273.0,1.273,1512.2069999999999,0.4200575,2021-10-21 07:58:50.924000+02:00,513.33,514.065,0.8974,0.8987,1,2,2021-10-21 08:24:03.131000+02:00,False,1,39.78,4.392,home base,1.46618,1.151752,home base
131,5979.0,5.978999999999999,15234.162,4.2317116666666665,2021-10-21 08:24:03.131000+02:00,511.33,513.0799999999999,0.8939,0.8969750000000001,2,2,2021-10-21 12:37:57.293000+02:00,False,1,58.824,8.28,industrial area,3.471381,1.151752,industrial area
133,21211.0,21.211000000000002,10705.226,2.973673888888889,2021-10-21 12:37:57.293000+02:00,494.59,508.69249999999994,0.8647,0.889325,2,2,2021-10-21 15:36:22.519000+02:00,False,1,166.03199999999998,14.472,industrial area,20.209792,1.151752,industrial area
134,24787.0,24.787,55510.831,15.419675277777776,2021-10-21 15:36:22.519000+02:00,486.25,500.525,0.8501,0.87505,1,2,2021-10-22 07:01:33.350000+02:00,False,1,282.6,40.824,industrial area,28.548477,1.151752,industrial area
135,2680.0,2.6799999999999997,6513.834,1.8093983333333332,2021-10-22 07:01:33.350000+02:00,513.12,514.0274999999999,0.8971,0.89865,2,2,2021-10-22 08:50:07.184000+02:00,False,1,128.52,4.32,home base,1.676951,1.151752,home base
136,40933.0,40.933,13022.536,3.6173711111111113,2021-10-22 08:50:07.184000+02:00,488.48,503.96999999999997,0.854,0.881075,2,2,2021-10-22 12:27:09.720000+02:00,False,1,277.632,29.268000000000004,industrial area,26.320958,1.151752,industrial area
137,6485.0,6.485,1718.645,0.4774013888888889,2021-10-22 12:27:09.720000+02:00,507.33,511.06499999999994,0.8869,0.8934500000000001,1,2,2021-10-22 12:55:48.365000+02:00,False,1,88.2,16.56,home base,7.469112,1.151752,home base
138,11926.0,11.926,9097.142,2.526983888888889,2021-10-22 12:55:48.365000+02:00,506.98,511.875,0.8863,0.894875,2,2,2021-10-22 15:27:25.507000+02:00,False,1,71.028,26.244,industrial area,7.819828,1.252375,industrial area
139,11975.0,11.975000000000001,230905.692,64.14047000000001,2021-10-22 15:27:25.507000+02:00,506.38,511.04499999999996,0.8853,0.89345,2,2,2021-10-25 07:35:51.199000+02:00,False,1,88.74,27.791999999999998,industrial area,8.421359,1.517635,industrial area
141,46153.0,46.153000000000006,24185.181,6.718105833333333,2021-10-25 07:35:51.199000+02:00,487.8,503.79999999999995,0.8528,0.880775,2,2,2021-10-25 14:18:56.380000+02:00,False,1,88.344,42.624,industrial area,26.997067,1.151752,industrial area
142,12763.0,12.763000000000002,62389.176999999996,17.330326944444444,2021-10-25 14:18:56.380000+02:00,508.34,511.92749999999995,0.8887,0.8949750000000001,2,2,2021-10-26 07:38:45.557000+02:00,False,1,73.224,24.336,home base,6.456066,1.018468,home base
143,24617.0,24.616999999999997,11688.667000000001,3.246851944444445,2021-10-26 07:38:45.557000+02:00,478.98,505.2775,0.8374,0.8833500000000001,2,2,2021-10-26 10:53:34.224000+02:00,False,1,140.616,45.288000000000004,industrial area,35.820368,1.581683,industrial area
145,104399.0,104.399,75647.727,21.0132575,2021-10-26 10:53:34.224000+02:00,464.67,501.50374999999997,0.8124,0.8767625,4,2,2021-10-27 07:54:21.951000+02:00,False,1,80.20800000000001,44.856,industrial area,50.132639,1.158734,industrial area
147,44955.0,44.955,9448.3,2.624527777777778,2021-10-27 07:54:21.951000+02:00,478.43,501.895,0.8364,0.877425,2,2,2021-10-27 10:31:50.251000+02:00,False,1,89.964,44.208,industrial area,36.370534,1.616109,industrial area
148,7232.0,7.232,9389.775,2.608270833333333,2021-10-27 10:31:50.251000+02:00,508.2,508.2,0.8885,0.8885,1,2,2021-10-27 13:08:20.026000+02:00,False,1,66.60000000000001,24.696,other area,6.596365,0.912108,other area
149,36154.0,36.153999999999996,164070.641,45.575178055555554,2021-10-27 13:08:20.026000+02:00,478.02,505.205,0.8357,0.8832333333333334,3,2,2021-10-29 10:42:50.667000+02:00,False,1,89.424,52.38,home base,36.77665,1.628438,home base
150,37732.0,37.732,334600.13800000004,92.94448277777778,2021-10-29 10:42:50.667000+02:00,496.59,508.07333333333327,0.8682,0.8882333333333333,3,2,2021-11-02 06:39:30.805000+01:00,False,1,73.044,32.076,industrial area,18.207774,1.185711,industrial area
152,150351.0,150.351,85503.874,23.75107611111111,2021-11-02 06:39:30.805000+01:00,453.32,497.23583333333335,0.7925,0.8692916666666667,6,2,2021-11-03 06:24:34.679000+01:00,False,1,75.96000000000001,41.832,other area,39.936635,1.249495,other area
154,374083.0,374.08299999999997,87319.353,24.255375833333332,2021-11-03 06:24:34.679000+01:00,144.76,336.627,0.2531,0.5885,5,2,2021-11-04 06:39:54.032000+01:00,False,1,94.428,72.396,service area fuel,216.8309,1.398653,service area fuel
155,69379.0,69.37899999999999,87111.93100000001,24.197758611111112,2021-11-04 06:39:54.032000+01:00,473.58,504.9475,0.8279,0.882775,4,2,2021-11-05 06:51:45.963000+01:00,False,1,77.03999999999999,38.628,other area,36.652032,1.151752,other area
157,45533.0,45.533,11597.566,3.2215461111111114,2021-11-05 06:51:45.963000+01:00,484.47,503.83,0.847,0.880825,2,2,2021-11-05 10:05:03.529000+01:00,False,1,70.164,39.636,industrial area,30.326473,1.305487,industrial area
159,48319.0,48.318999999999996,247184.485,68.66235694444444,2021-11-05 10:05:03.529000+01:00,482.31,504.36375,0.8432,0.88175,4,2,2021-11-08 06:44:48.014000+01:00,False,1,70.344,35.928000000000004,other area,18.464572,1.215095,other area
160,1058.0,1.058,11561.488000000001,3.2115244444444446,2021-11-08 06:44:48.014000+01:00,513.58,514.19,0.8979,0.89895,1,2,2021-11-08 09:57:29.502000+01:00,False,1,46.980000000000004,0.936,home base,1.218554,1.151752,home base
161,91035.0,91.035,13583.979,3.7733275,2021-11-08 09:57:29.502000+01:00,477.36,499.6083333333333,0.8345,0.8734333333333334,3,2,2021-11-08 13:43:53.481000+01:00,False,1,73.548,48.672,industrial area,37.438413,1.230838,industrial area
162,31517.0,31.517,60317.492000000006,16.75485888888889,2021-11-08 13:43:53.481000+01:00,489.86,506.2083333333333,0.8564,0.8849666666666667,3,2,2021-11-09 06:29:10.973000+01:00,False,1,74.664,27.864,other area,15.415344,1.247095,other area
164,140034.0,140.034,23814.992,6.615275555555556,2021-11-09 06:29:10.973000+01:00,425.17,464.65,0.7433,0.8123125,4,2,2021-11-09 13:06:05.965000+01:00,False,1,90.288,43.236,other area,71.141418,1.151752,other area
165,13621.0,13.621,56043.748,15.567707777777779,2021-11-09 13:06:05.965000+01:00,499.11,506.955,0.8726,0.8863000000000001,1,2,2021-11-10 04:40:09.713000+01:00,False,1,82.62,12.024,home base,15.688014,1.151752,home base
166,285787.0,285.787,95606.375,26.55732638888889,2021-11-10 04:40:09.713000+01:00,401.58,471.87833333333333,0.7021,0.8249749999999999,6,2,2021-11-11 07:13:36.088000+01:00,False,1,97.05600000000001,63.324,other area,77.36203,1.428309,other area
168,44635.0,44.635000000000005,93896.93500000001,26.082481944444446,2021-11-11 07:13:36.088000+01:00,470.17,491.3325,0.822,0.859,2,2,2021-11-12 09:18:33.023000+01:00,False,1,74.52,20.916,other area,24.616395,1.151752,other area
